IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,candidate_0_gps,candidate_1_gps,candidate_2_gps,candidate_3_gps,candidate_4_gps,candidate_5_gps,candidate_6_gps,candidate_7_gps,candidate_8_gps,candidate_9_gps,candidate_10_gps,candidate_11_gps,candidate_12_gps,candidate_13_gps,candidate_14_gps,candidate_15_gps,candidate_16_gps,candidate_17_gps,candidate_18_gps,candidate_19_gps,reverse_0_gps,reverse_1_gps,reverse_2_gps,reverse_3_gps,reverse_4_gps,reverse_5_gps,reverse_6_gps,reverse_7_gps,reverse_8_gps,reverse_9_gps,reverse_10_gps,reverse_11_gps,reverse_12_gps,reverse_13_gps,reverse_14_gps,reverse_15_gps,reverse_16_gps,reverse_17_gps,reverse_18_gps,reverse_19_gps,rag_coordinates,rag_response
103558896_55f8059bc9_35_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2.0,15.0,307.0,4.732878279864114e-06,8.344243990691252e-05,0.9999118898451004,"[43.643534, -79.37592]","[43.646712, -79.379466]","[45.504948, -73.573465]","[43.646781, -79.379659]","[43.6507, -79.386398]","[40.756896, -73.982706]","[43.650201, -79.369568]","[43.64609, -79.379611]","[37.795678, -122.452239]","[43.666629, -79.395103]","[40.757696, -73.973511]","[48.89037, 2.239966]","[34.05305, -118.250741]","[39.951743, -75.167223]","[40.488737, -80.057373]","[43.656943, -79.40742]","[34.050899, -118.255097]","[37.789166, -122.475585]","[39.743238, -104.989128]","[43.64504, -79.375019]","[41.674807, -0.499362]","[39.696894, -3.501656]","[36.710953, -6.035099]","[40.807459, -0.845153]","[45.524852, 10.999172]","[48.027669, 6.376748]","[51.711242, -5.188271]","[62.547138, 25.527322]","[51.7048, -4.311447]","[43.375108, -4.567222]","[36.710953, -6.035099]","[37.929901, 12.328399]","[52.006808, -3.618289]","[43.421507, -5.219535]","[37.144855, -2.776193]","[37.144855, -2.776193]","[38.095708, -3.774831]","[38.024295, 12.503814]","[37.14363, -2.7757]","[55.190383, -6.709127]",,
103574519_62331b624f_24_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2.0,15.0,307.0,0.0004998543084122,0.000465198078162,0.9990348718431594,"[43.642688, -79.387272]","[43.642502, -79.386902]","[43.642651, -79.388355]","[43.644817, -79.388397]","[43.642605, -79.387121]","[43.64998, -79.380726]","[43.642628, -79.386906]","[43.640988, -79.386992]","[43.644056, -79.388698]","[43.96119, -79.804687]","[43.645143, -79.38858]","[43.651727, -79.384117]","[43.642628, -79.387249]","[43.642737, -79.3874]","[43.6505, -79.388667]","[43.645066, -79.380426]","[43.642672, -79.387146]","[43.650818, -79.38416]","[43.65418, -79.388301]","[43.642488, -79.38707]","[43.501573, -5.753349]","[42.781543, -8.888368]","[-37.263773, -72.717089]","[28.393061, -16.658449]","[40.807686, -0.844831]","[43.375108, -4.567222]","[37.501691, -8.304462]","[39.696894, -3.501656]","[41.674807, -0.499362]","[28.660447, -17.91707]","[38.571991, -7.908784]","[44.637375, -0.322594]","[45.524852, 10.999172]","[28.958112, -13.564327]","[28.661953, -17.854263]","[44.877905, 1.937713]","[37.144855, -2.776193]","[40.807459, -0.845153]","[62.547138, 25.527322]","[41.768911, -8.587853]",,
103575522_cc6a522170_34_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2.0,12.0,314.0,0.0637743782377349,0.0064615613592486,0.9297640654987324,"[43.643167, -79.386692]","[43.683763, -79.409179]","[43.642527, -79.387217]","[43.642672, -79.387146]","[43.64196, -79.387035]","[43.6507, -79.386398]","[43.641952, -79.386992]","[43.642527, -79.387217]","[43.642738, -79.387153]","[43.642823, -79.385416]","[43.648559, -79.38533]","[43.644056, -79.37622]","[43.642502, -79.386902]","[43.641789, -79.386949]","[43.642473, -79.386906]","[43.642519, -79.387071]","[43.708338, -79.413642]","[43.642131, -79.386863]","[43.642969, -79.387207]","[43.642601, -79.387775]","[41.674807, -0.499362]","[37.144855, -2.776193]","[39.576883, -0.323474]","[37.144855, -2.776193]","[39.696894, -3.501656]","[39.761297, -3.1636]","[39.696894, -3.501656]","[38.696546, -5.289359]","[6.29219, -75.557241]","[38.095708, -3.774831]","[44.913558, -97.942222]","[39.696894, -3.501656]","[28.958112, -13.564327]","[39.750866, -3.156253]","[40.807459, -0.845153]","[37.183638, -3.065528]","[40.807475, -0.844488]","[28.393061, -16.658449]","[41.703522, -0.591201]","[22.1782, 84.857036]",,
103577701_b68e15492e_32_73293249@N00.jpg,73293249@N00,43.085294,-79.079509,2.0,10.0,171.0,0.0295091659931685,0.1057755970604148,0.8647152329295196,"[45.42969, -75.701293]","[43.086692, -79.069976]","[38.89494, -77.073147]","[44.971811, -93.24028]","[34.761781, -86.546945]","[31.557766, -91.430754]","[45.27771, -66.071122]","[43.258205, -79.785718]","[43.088757, -79.073613]","[47.644523, -122.334555]","[43.083871, -79.06826]","[42.970617, -85.674948]","[43.084859, -79.079761]","[43.08525, -79.065856]","[44.849297, 20.509757]","[45.425112, -75.695242]","[40.616004, -75.385018]","[51.525833, -0.230712]","[43.086755, -79.074139]","[41.279491, -72.903889]","[41.674807, -0.499362]","[49.714851, -1.945695]","[29.144665, -13.446149]","[53.18212, 4.85523]","[28.11213, -14.387347]","[54.750833, 10.672166]","[16.564072, -24.300384]","[29.220581, -13.528623]","[-18.582606, -69.905373]","[57.811663, -8.577232]","[35.630621, 27.103915]","[38.760843, 1.43526]","[60.146438, -1.166883]","[59.970369, -1.339269]","[13.660999, 77.216033]","[29.226287, -13.516423]","[36.709026, -6.036815]","[28.110748, -15.705642]","[28.930871, -13.828697]","[59.001632, -3.231654]",,
103726410_49bcd2e470_33_73293249@N00.jpg,73293249@N00,40.711492,-74.01206,2.0,12.0,316.0,0.2317186298473643,0.0327120087096801,0.7355693548742721,"[40.756538, -73.986525]","[40.759388, -73.986139]","[40.757903, -73.98601]","[40.779029, -73.971977]","[40.756697, -73.985989]","[40.754799, -73.987834]","[40.755945, -73.986783]","[40.724104, -74.005966]","[40.75961, -73.986482]","[40.761447, -73.983736]","[40.758066, -73.991632]","[40.759013, -73.98497]","[40.757075, -73.986074]","[40.758513, -73.988413]","[40.757615, -73.985785]","[40.759285, -73.985044]","[40.757484, -73.985796]","[40.71455, -74.007118]","[40.75597, -73.986701]","[40.75714, -73.986096]","[51.7048, -4.311447]","[62.547138, 25.527322]","[43.375108, -4.567222]","[62.547138, 25.527322]","[48.031192, 6.380009]","[48.027669, 6.376748]","[18.771115, 102.260742]","[-3.67378, -79.652252]","[51.7048, -4.311447]","[18.771115, 102.260742]","[22.1782, 84.857036]","[51.7048, -4.311447]","[51.7048, -4.311447]","[49.147858, 15.09958]","[49.554305, 15.311733]","[49.55178, 15.364145]","[41.674807, -0.499362]","[19.257959, 96.682998]","[51.7048, -4.311447]","[18.910619, 100.939611]",,
1038069722_cab11140a5_1378_75452460@N00.jpg,75452460@N00,48.214093,16.935553,2.0,11.0,252.0,0.0018469149886755,0.0068876575334115,0.9912653801991952,"[47.074586, 15.393492]","[48.568826, 13.45529]","[48.394618, 15.519261]","[47.072781, 15.39206]","[48.209202, 16.370186]","[48.366442, 15.612537]","[47.706137, 9.197208]","[50.885058, 13.003778]","[48.206714, 14.380116]","[47.728297, 10.313029]","[48.142322, 17.099071]","[47.426345, 9.370307]","[48.899111, 9.194416]","[48.248897, 11.559011]","[48.22801, 15.329908]","[48.031106, 11.203844]","[52.516989, 13.353441]","[48.237994, 15.343265]","[48.167716, 14.716143]","[48.422906, 13.99199]","[33.760105, -84.398753]","[32.678913, -85.379348]","[42.337594, -83.049066]","[33.760105, -84.398753]","[33.760105, -84.398753]","[33.760105, -84.398753]","[43.640666, -79.391167]","[33.757617, -84.40106]","[-32.925923, -71.528549]","[53.44871, -2.276959]","[33.760105, -84.398753]","[33.760105, -84.398753]","[33.614226, -78.962345]","[53.814157, -3.054864]","[33.760105, -84.398753]","[39.9445, -74.0955]","[30.208531, -85.862754]","[-32.925923, -71.528549]","[35.290574, -81.147183]","[33.735435, -84.389655]",,
103908913_8ef41889e3_36_11114422@N00.jpg,11114422@N00,51.195697,-2.27992,2.0,14.0,201.0,0.0064192889950369,0.3592531149958944,0.6343275301303848,"[56.159986, -4.075103]","[51.184777, -2.251081]","[51.191797, -2.268204]","[51.5354, -0.155399]","[51.848557, -0.538244]","[51.192577, -2.277618]","[51.850254, -0.534725]","[50.992258, -1.283168]","[51.53454, -0.153604]","[50.588359, 3.894524]","[52.001607, -0.592875]","[50.428807, -3.585491]","[50.992258, -1.283168]","[54.208841, -0.811614]","[51.17374, -2.2723]","[50.427631, -3.582015]","[52.009876, 5.898971]","[52.377721, -2.288331]","[52.786352, 6.898015]","[53.22993, -2.887601]","[37.144855, -2.776193]","[37.144855, -2.776193]","[39.761297, -3.1636]","[36.862214, -2.005434]","[21.935033, 120.822588]","[41.674807, -0.499362]","[41.26046, 13.031533]","[38.600706, -0.04981]","[40.006601, -0.370359]","[43.31528, -1.998299]","[42.171379, 0.02421]","[43.326851, -1.974668]","[-27.694168, -48.466186]","[41.592834, 1.836776]","[-3.67378, -79.652252]","[9.197003, 123.52066]","[22.871272, -109.89521]","[28.372778, -16.766123]","[46.066754, 8.700184]","[40.683166, -73.97375]",,
103910409_51606239db_42_11114422@N00.jpg,11114422@N00,51.195697,-2.27992,2.0,14.0,201.0,0.1575991051876184,0.1342073414220408,0.7081936124445463,"[51.195912, -2.278976]","[51.997829, -0.600299]","[33.426427, -5.155464]","[36.132259, -5.348775]","[52.011064, -0.583992]","[52.948017, -2.192115]","[27.695688, 85.318794]","[33.428055, -5.158612]","[43.818179, -79.180655]","[51.193833, -2.2565]","[22.639798, 120.255746]","[47.248358, 1.348872]","[47.775329, 9.288854]","[52.95, -2.198349]","[51.388441, 10.74656]","[52.955892, -2.202174]","[35.009158, 135.674935]","[49.415412, 8.661646]","[47.772502, 9.272203]","[47.772502, 9.272203]","[22.879476, -109.910874]","[30.208531, -85.862754]","[22.871272, -109.89521]","[46.779021, -92.092981]","[49.709134, -54.062347]","[33.760105, -84.398753]","[33.249275, -111.843566]","[33.249275, -111.843566]","[45.057213, -92.804689]","[34.044097, -118.265998]","[46.779403, -92.092809]","[33.760105, -84.398753]","[-22.867886, -43.342094]","[47.332772, -122.580556]","[44.979644, -93.276178]","[54.733343, -115.427856]","[44.979598, -93.276221]","[49.709134, -54.062347]","[33.224133, -111.713014]","[60.164059, 24.955487]",,
104122769_f122c548dc_40_19355699@N00.jpg,19355699@N00,-16.663606,145.563537,1.0,8.0,279.0,0.1501921757363788,0.6401359734151129,0.2096719350288083,"[-26.838163, 152.96093]","[32.734828, -117.14904]","[40.40879, -3.764748]","[-27.534303, 152.967453]","[34.148021, -118.290309]","[-26.837167, 152.959642]","[-38.462998, 145.211791]","[34.149898, -118.284561]","[-26.668849, 152.975692]","[41.446313, -81.714624]","[34.008984, -81.073265]","[34.146476, -118.289537]","[-27.622973, 153.157696]","[41.447028, -81.711781]","[-34.203923, 150.968971]","[40.406274, -3.761186]","[35.078275, -106.661775]","[-33.851528, 151.241569]","[18.789155, 99.000291]","[-19.373673, 146.905533]","[41.674807, -0.499362]","[52.006808, -3.618289]","[-3.67378, -79.652252]","[51.7048, -4.311447]","[51.7048, -4.311447]","[40.954492, -4.1082]","[41.674807, -0.499362]","[45.407892, 11.873205]","[51.7048, -4.311447]","[39.761297, -3.1636]","[51.7048, -4.311447]","[55.190383, -6.709127]","[-32.925923, -71.528549]","[51.711242, -5.188271]","[46.171011, 9.872095]","[51.7048, -4.311447]","[51.767231, -5.141172]","[45.024705, 4.490318]","[51.7048, -4.311447]","[52.006808, -3.618289]",,
1041241079_904c456418_1430_7132415@N03.jpg,7132415@N03,-1.382083,-78.432769,0.0,5.0,61.0,0.9147048476997384,0.0019786858141799,0.0833164657362743,"[16.738273, -92.636139]","[40.418919, -3.671708]","[42.818589, -1.644312]","[14.09429, -87.209472]","[40.426483, -3.690338]","[-12.062152, -77.052612]","[37.186715, -3.597078]","[40.421517, -3.700252]","[-0.175265, -78.472595]","[4.628441, -74.08081]","[37.391644, -5.975869]","[41.391482, 2.162864]","[43.70998, 10.39888]","[36.830035, -2.450122]","[41.394147, 2.18114]","[37.177141, -3.602485]","[7.093397, -73.866577]","[41.400038, 2.181226]","[17.056374, -96.728954]","[41.983312, 2.824446]","[58.296703, -134.385538]","[49.117088, -122.817756]","[50.109496, -119.368892]","[38.157878, -122.452326]","[49.111186, -122.829551]","[60.629933, -148.160591]","[48.196288, -122.112075]","[49.218441, -122.714928]","[49.284889, -122.793952]","[28.279742, -96.743373]","[53.759279, -130.456509]","[46.784869, -121.741948]","[46.824907, -121.798725]","[28.279742, -96.743373]","[50.581492, 100.088195]","[61.058534, -148.22462]","[45.325102, -122.572169]","[50.091732, -127.543544]","[49.333288, -123.183732]","[28.279742, -96.743373]",,
104132709_97b998c989_41_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2.0,12.0,273.0,0.0006793025029674,0.0304216946003403,0.9688990725317675,"[-33.856722, 151.214704]","[-33.858584, 151.213535]","[-33.857853, 151.21549]","[-33.86001, 151.215133]","[-33.858816, 151.215949]","[-33.87013, 151.224746]","[-33.858032, 151.208481]","[-33.863372, 151.219614]","[-33.869628, 151.206954]","[-33.858667, 151.213166]","[-33.867849, 151.207923]","[-33.859243, 151.216764]","[-33.867208, 151.227493]","[-33.884239, 151.237106]","[-33.855787, 151.214897]","[-33.859787, 151.209694]","[-33.859618, 151.222171]","[-33.858662, 151.213405]","[-33.856754, 151.214532]","[-33.856731, 151.196594]","[6.29219, -75.557241]","[41.674807, -0.499362]","[41.058959, -73.54705]","[25.401879, -80.605756]","[40.807459, -0.845153]","[44.875751, -98.51757]","[26.021643, -98.264356]","[41.674807, -0.499362]","[44.143321, -87.568792]","[28.621822, 77.38306]","[44.913558, -97.942222]","[45.735069, 10.351311]","[38.347118, -120.773399]","[40.807783, -0.844788]","[42.272799, -85.59122]","[50.441189, -119.678664]","[18.437489, -69.009597]","[45.524852, 10.999172]","[43.398609, -97.996177]","[43.293965, -5.707225]",,
104133298_2619fc0eae_39_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2.0,11.0,242.0,0.0071494295027036,0.0246408119974148,0.9682098147142142,"[-33.858121, 151.214071]","[-33.85802, 151.214865]","[-33.85942, 151.211013]","[-33.86115, 151.208953]","[-33.856998, 151.21516]","[-33.856731, 151.215047]","[-33.856637, 151.215283]","[-33.857141, 151.215251]","[-33.85694, 151.21528]","[-33.85719, 151.215133]","[-33.85609, 151.214747]","[-33.867849, 151.207923]","[-33.916013, 151.259765]","[-33.856348, 151.21538]","[-33.857248, 151.215004]","[-33.856678, 151.215069]","[-33.858086, 151.215302]","[-33.858032, 151.214854]","[-33.860722, 151.208782]","[-33.857444, 151.214876]","[41.674807, -0.499362]","[41.674807, -0.499362]","[26.021643, -98.264356]","[41.058959, -73.54705]","[6.29219, -75.557241]","[25.988836, -98.219234]","[40.807459, -0.845153]","[28.621822, 77.38306]","[28.477245, -16.304252]","[44.875751, -98.51757]","[19.301746, -98.924331]","[18.437489, -69.009597]","[41.703522, -0.591201]","[50.554997, 1.857161]","[45.487455, 8.306436]","[25.401879, -80.605756]","[25.995666, 85.6]","[40.806622, -0.844037]","[44.143321, -87.568792]","[44.913558, -97.942222]",,
1041333001_9b8e3dc4f1_1284_7132415@N03.jpg,7132415@N03,-0.967437,-77.763977,1.0,8.0,279.0,0.0132697875865943,0.9542540874059569,0.0324760541949444,"[9.399152, -84.160898]","[10.111514, -84.662017]","[17.351588, -88.553878]","[10.530682, -83.50914]","[16.900302, -90.967367]","[9.382222, -84.142731]","[9.161577, -79.833869]","[8.487313, -83.58879]","[8.385431, -83.144016]","[8.385431, -83.144016]","[-3.662559, -73.228683]","[10.484435, -84.761924]","[-12.790625, -69.311156]","[10.413196, -84.120737]","[20.624941, -87.075662]","[16.096453, -88.83502]","[0.52047, 30.209655]","[-20.003677, -40.761337]","[8.396979, -83.300399]","[10.111514, -84.662017]","[51.623149, -3.940929]","[40.683166, -73.97375]","[44.501127, -88.061385]","[40.683166, -73.97375]","[40.683166, -73.97375]","[47.537573, -122.167079]","[60.733303, -135.077349]","[40.683166, -73.97375]","[33.760105, -84.398753]","[42.570086, -82.891974]","[41.96308, -87.686219]","[33.760105, -84.398753]","[41.778839, -71.435218]","[33.760105, -84.398753]","[40.683166, -73.97375]","[42.32209, -83.176239]","[45.407892, 11.873205]","[43.074585, -89.383156]","[33.760105, -84.398753]","[33.760105, -84.398753]",,
104134249_80c92294db_19_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2.0,10.0,66.0,0.0003826378782036,0.0805042477630593,0.9191131473386064,"[-33.855399, 151.208868]","[-33.860687, 151.208438]","[-33.863573, 151.202087]","[-33.874121, 151.20861]","[-33.849, 151.206667]","[-33.851145, 151.20493]","[-33.851207, 151.204447]","[-33.857141, 151.214329]","[-33.848819, 151.206164]","[-33.84925, 151.206675]","[-33.864856, 151.206893]","[-33.867849, 151.21376]","[-33.854005, 151.214554]","[-33.852374, 151.210638]","[-33.819659, 151.255474]","[-33.859833, 151.212666]","[-33.85445, 151.204833]","[-33.84431, 151.207017]","[-33.85331, 151.214704]","[-33.858174, 151.213899]","[28.477245, -16.304252]","[26.021643, -98.264356]","[28.621822, 77.38306]","[40.962797, -5.667829]","[40.807459, -0.845153]","[6.29219, -75.557241]","[44.875751, -98.51757]","[41.058959, -73.54705]","[44.143321, -87.568792]","[41.674807, -0.499362]","[51.059604, 3.729257]","[44.913558, -97.942222]","[25.995666, 85.6]","[41.674807, -0.499362]","[43.116789, -2.413548]","[28.959361, -13.56025]","[25.401879, -80.605756]","[46.577145, -116.707752]","[45.487455, 8.306436]","[25.988836, -98.219234]",,
104134428_244b67a2d9_38_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2.0,13.0,103.0,0.0003988300688756,0.0021046347242439,0.9974965197619592,"[-33.87046, 151.209007]","[-33.852882, 151.20964]","[-33.868633, 151.208095]","[-33.866424, 151.20964]","[-33.870878, 151.211507]","[-33.870468, 151.208868]","[-33.907251, 151.183032]","[-33.870611, 151.211271]","[-33.866424, 151.20964]","[-33.877256, 151.19934]","[-33.875092, 151.210445]","[-33.870801, 151.212869]","[-33.870874, 151.208395]","[-33.862392, 151.167991]","[-33.870329, 151.208857]","[-33.879964, 151.199855]","[-33.869628, 151.206954]","[-33.86997, 151.213474]","[-33.879964, 151.222429]","[-33.87255, 151.200683]","[41.674807, -0.499362]","[44.913558, -97.942222]","[12.683214, -85.799789]","[44.007999, -97.526512]","[41.674807, -0.499362]","[39.576883, -0.323474]","[26.021643, -98.264356]","[6.29219, -75.557241]","[40.806622, -0.844037]","[-18.582606, -69.905373]","[44.875751, -98.51757]","[41.703522, -0.591201]","[39.696894, -3.501656]","[50.554997, 1.857161]","[45.735069, 10.351311]","[18.437489, -69.009597]","[45.524852, 10.999172]","[25.995666, 85.6]","[-3.67378, -79.652252]","[43.174739, -101.731811]",,
104134591_85c54effac_41_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2.0,15.0,307.0,0.0002058314594819,0.0004813123193763,0.9993128690721136,"[-33.863573, 151.202087]","[-33.870981, 151.203256]","[-33.870878, 151.211507]","[-33.870329, 151.208857]","[-33.868633, 151.208095]","[-33.870273, 151.204748]","[-33.865314, 151.211802]","[-33.861043, 151.209812]","[-33.870683, 151.208342]","[-33.877256, 151.19934]","[-33.871756, 151.198085]","[-33.879964, 151.199855]","[-33.870022, 151.20665]","[-33.861235, 151.21037]","[-33.864326, 151.206175]","[-33.857462, 151.210241]","[-33.87365, 151.206894]","[-37.818056, 144.968976]","[-33.87046, 151.209007]","[-33.87462, 151.219596]","[26.021643, -98.264356]","[41.674807, -0.499362]","[39.576883, -0.323474]","[25.988836, -98.219234]","[44.875751, -98.51757]","[18.437489, -69.009597]","[45.524852, 10.999172]","[-3.67378, -79.652252]","[41.674807, -0.499362]","[19.86403, -99.636497]","[43.174739, -101.731811]","[26.051998, -98.312108]","[6.29219, -75.557241]","[25.99823, -98.263962]","[25.401879, -80.605756]","[25.995666, 85.6]","[45.487455, 8.306436]","[41.058959, -73.54705]","[44.793361, 11.077863]","[8.075824, -74.850056]",,
104138228_eac9608bce_34_19355699@N00.jpg,19355699@N00,-36.843876,174.7654,1.0,6.0,187.0,0.0011485565994231,0.9270810566873208,0.0717703523211241,"[-36.826599, 174.789905]","[-31.97408, 115.861129]","[-36.851363, 174.725103]","[-12.411723, 130.828306]","[-15.824709, -47.846488]","[-37.682529, 176.168346]","[-31.429294, 152.908101]","[-31.95302, 115.857238]","[-36.836698, 174.759639]","[-32.026852, 115.773842]","[-27.948085, 153.419437]","[-29.432272, 153.341846]","[-33.870932, 151.151933]","[-38.337451, 144.744247]","[-38.360167, 141.600166]","[-26.805763, 153.12934]","[-33.862406, 151.124271]","[-27.806435, 153.42684]","[18.467764, -66.122374]","[53.361542, -6.223454]","[41.674807, -0.499362]","[40.807459, -0.845153]","[44.43047, 5.793399]","[45.270718, 3.1973]","[43.251833, -5.993667]","[45.930752, 8.674005]","[-3.67378, -79.652252]","[40.809464, -0.842406]","[45.731513, 7.256844]","[44.102328, 2.795805]","[41.674807, -0.499362]","[37.14363, -2.7757]","[43.153477, -1.580743]","[37.144855, -2.776193]","[44.285765, 5.594873]","[42.465833, 1.423333]","[41.703522, -0.591201]","[37.144855, -2.776193]","[42.528606, 2.402915]","[42.58845, 0.345211]",,
104146945_2722f724b3_19_14542551@N00.jpg,14542551@N00,47.913695,106.833114,2.0,10.0,257.0,0.0013823416149207,0.0213950089663743,0.977222667124554,"[42.848455, -2.654099]","[44.904523, 110.107727]","[-12.023239, -77.049264]","[59.926333, 30.398333]","[54.622928, 39.757289]","[47.919965, 106.916971]","[55.748757, 37.631607]","[55.902139, 37.955113]","[40.363451, -3.549957]","[45.642127, 63.305282]","[56.965497, 24.073448]","[47.926465, 106.910533]","[59.932739, 30.30672]","[42.326062, 43.417968]","[53.249192, 39.953241]","[40.654666, 109.879333]","[42.848455, -2.654099]","[46.842405, 29.668922]","[26.211664, 50.579853]","[54.623127, 39.759864]","[34.145518, -83.812755]","[33.760105, -84.398753]","[29.185362, -81.064724]","[33.49676, -86.812022]","[33.461332, -79.139628]","[53.308621, -0.060853]","[50.123989, -5.459819]","[33.49676, -86.812022]","[33.760105, -84.398753]","[54.59616, -3.141263]","[28.279742, -96.743373]","[27.454055, -81.351088]","[47.332772, -122.580556]","[29.186636, -81.069831]","[29.186365, -81.071076]","[53.311083, -0.064373]","[33.760105, -84.398753]","[26.999375, -82.181682]","[51.544973, -0.896759]","[34.6053, -76.536697]",,
